title,description,category,date_published,source,web_url,download_url,status,origin
Registre de casos de COVID-19 a Catalunya per municipi i sexe,,salut,03/05/2022,Generalitat de Catalunya,https://analisi.transparenciacatalunya.cat/ca/Salut/Registre-de-casos-de-COVID-19-a-Catalunya-per-muni/jj6z-iyrp,https://analisi.transparenciacatalunya.cat/api/views/jj6z-iyrp/rows.csv?accessType=DOWNLOAD&sorting=true,-,generalitatCatalunya
